epoch,batch,Loss,Acc,Set
0,42,8.588513374328613,0.5234375,train
0,42,5.571563850749623,0.9623579545454546,test
0,43,8.315171241760254,0.4765625,train
0,43,5.204521786082875,0.9723011363636364,test
0,44,8.292573928833008,0.515625,train
0,44,5.105919317765669,0.9730113636363636,test
0,45,8.016507148742676,0.5625,train
0,45,5.122456377202814,0.9715909090909091,test
0,46,7.991205215454102,0.5546875,train
0,46,5.303914807059548,0.9552556818181818,test
0,47,7.920507907867432,0.59375,train
0,47,5.779444391077215,0.9204545454545454,test
0,48,7.839954853057861,0.6328125,train
0,48,6.239670233293013,0.8806818181818182,test
0,49,7.91650915145874,0.6484375,train
0,49,6.524647539312189,0.8473011363636364,test
0,50,7.678699970245361,0.625,train
0,50,6.447764916853472,0.8430397727272727,test
0,51,7.754515171051025,0.6640625,train
0,51,6.025434537367388,0.8813920454545454,test
0,52,7.443818092346191,0.6953125,train
0,52,5.181825377724388,0.9325284090909091,test
0,53,7.003190040588379,0.71875,train
0,53,4.359452269294045,0.9666193181818182,test
0,54,7.326192855834961,0.6328125,train
0,54,4.029216332869097,0.9779829545454546,test
0,55,7.710585594177246,0.578125,train
0,55,4.0827202580191875,0.9737215909090909,test
0,56,7.598581790924072,0.5546875,train
0,56,8.694049921902744,0.9786931818181818,test
0,57,13.36995792388916,0.53125,train
0,57,3.5283806324005127,0.9715909090909091,test
0,58,7.6760735511779785,0.59375,train
0,58,7.769928845492276,0.8998579545454546,test
0,59,10.800786972045898,0.625,train
0,59,9.126104875044389,0.7428977272727273,test
0,60,10.567651748657227,0.59375,train
0,60,9.233676997098057,0.5433238636363636,test
0,61,9.140461921691895,0.609375,train
0,61,9.638037074695934,0.4502840909090909,test
0,62,8.910849571228027,0.5234375,train
0,62,9.152578744021328,0.5106534090909091,test
0,63,8.640567779541016,0.6171875,train
0,63,8.989931410009211,0.7720170454545454,test
0,64,10.212182998657227,0.59375,train
0,64,6.996328700672496,0.8856534090909091,test
0,65,8.85767936706543,0.6328125,train
0,65,4.908355539495295,0.9339488636363636,test
0,66,7.799376487731934,0.5859375,train
0,66,4.163269454782659,0.9538352272727273,test
0,67,7.583930015563965,0.5234375,train
0,67,4.377225507389415,0.9708806818181818,test
0,68,7.975954532623291,0.6015625,train
0,68,4.65421217138117,0.9794034090909091,test
0,69,8.458765029907227,0.5625,train
0,69,5.078109156001698,0.96875,test
0,70,8.1897611618042,0.7109375,train
0,70,5.345421054146507,0.9474431818181818,test
0,71,7.95952844619751,0.6484375,train
0,71,5.597257700833407,0.9169034090909091,test
0,72,7.2471723556518555,0.7421875,train
0,72,6.031369079243053,0.8771306818181818,test
0,73,7.3071513175964355,0.6484375,train
0,73,6.32311370156028,0.8515625,test
0,74,7.607844829559326,0.625,train
0,74,6.264890323985707,0.8529829545454546,test
0,75,7.35499906539917,0.7109375,train
0,75,5.7674055099487305,0.8757102272727273,test
0,76,7.261682987213135,0.6796875,train
0,76,4.958507126027888,0.8970170454545454,test
0,77,6.903489112854004,0.71875,train
0,77,4.445758451115001,0.9176136363636364,test
0,78,7.014984607696533,0.6640625,train
0,78,4.0502657456831495,0.9346590909090909,test
0,79,7.478233337402344,0.5546875,train
0,79,5.952017740769819,0.9261363636363636,test
0,80,9.922528266906738,0.5234375,train
0,80,3.7359459400177,0.9538352272727273,test
0,81,6.430187225341797,0.75,train
0,81,3.808914618058638,0.9566761363636364,test
0,82,6.904069900512695,0.71875,train
0,82,4.000453103672374,0.9538352272727273,test
0,83,6.905367851257324,0.6875,train
0,83,4.078488610007546,0.953125,test
0,84,7.019541263580322,0.7109375,train
0,84,4.407373948530718,0.9438920454545454,test
0,85,7.345880508422852,0.7265625,train
0,85,4.72512149810791,0.9225852272727273,test
0,86,6.980079174041748,0.6640625,train
0,86,4.559964483434504,0.9289772727272727,test
0,87,6.442237854003906,0.765625,train
0,87,4.675038641149348,0.90625,test
0,88,6.762513160705566,0.7421875,train
0,88,5.089771617542613,0.8678977272727273,test
0,89,6.901278495788574,0.734375,train
0,89,3.993516033346003,0.9495738636363636,test
